customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-00505,female,0,no,no,3,yes,yes,fiber-optic,no,no,yes,no,no,yes,two-year,yes,credit-card-automatic,78.54,252.2,0
CUST-00506,female,0,yes,yes,36,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,bank-transfer-automatic,60.73,2252.63,0
CUST-00507,male,0,yes,no,36,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,credit-card-automatic,18.0,507.93,0
CUST-00508,female,1,yes,no,3,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,yes,mailed-check,58.07,151.52,0
CUST-00509,female,1,no,no,48,yes,no,fiber-optic,yes,no,no,no,no,no,month-to-month,no,electronic-check,86.64,4231.03,1
CUST-00510,female,1,yes,yes,1,yes,yes,fiber-optic,yes,yes,no,yes,yes,no,month-to-month,yes,credit-card-automatic,97.43,55.66,1
CUST-00511,male,0,no,yes,58,yes,no,fiber-optic,no,yes,yes,no,yes,no,two-year,yes,mailed-check,76.55,4443.73,0
CUST-00512,male,0,no,no,51,yes,no,dsl,no,yes,yes,no,no,yes,month-to-month,yes,electronic-check,54.97,2772.75,0
CUST-00513,male,0,yes,no,59,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,credit-card-automatic,18.0,1033.12,0
CUST-00514,male,0,no,no,9,yes,yes,fiber-optic,yes,yes,no,yes,yes,no,month-to-month,no,credit-card-automatic,99.28,981.06,0
CUST-00515,male,0,no,no,63,no,no-phone-service,fiber-optic,yes,no,yes,yes,no,no,month-to-month,no,bank-transfer-automatic,92.51,5721.38,0
CUST-00516,female,0,no,no,40,yes,yes,fiber-optic,no,yes,no,yes,no,no,two-year,yes,mailed-check,73.29,2927.83,0
CUST-00517,male,1,yes,no,63,yes,no,dsl,no,yes,yes,no,no,no,two-year,yes,electronic-check,65.2,4126.48,0
CUST-00518,female,0,no,no,51,yes,no,dsl,yes,no,no,no,yes,no,one-year,yes,bank-transfer-automatic,73.88,3838.24,1
CUST-00519,female,0,no,no,48,yes,yes,fiber-optic,no,no,no,yes,yes,yes,month-to-month,no,credit-card-automatic,74.69,3575.97,0
CUST-00520,male,0,no,no,3,no,no-phone-service,dsl,no,no,yes,yes,no,no,one-year,yes,bank-transfer-automatic,53.08,231.91,0
CUST-00521,female,0,no,no,50,no,no-phone-service,fiber-optic,no,no,no,yes,no,yes,month-to-month,yes,electronic-check,69.51,3471.4,1
CUST-00522,female,0,yes,no,33,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic-check,60.59,2008.44,1
CUST-00523,female,0,no,no,62,yes,no,fiber-optic,yes,no,no,no,yes,no,month-to-month,no,credit-card-automatic,81.23,5042.36,1
CUST-00524,male,1,no,no,50,yes,yes,fiber-optic,no,yes,no,no,yes,no,one-year,yes,electronic-check,80.82,4090.15,0
CUST-00525,female,0,yes,no,6,yes,yes,dsl,no,no,no,yes,yes,yes,two-year,no,bank-transfer-automatic,64.82,429.55,0
CUST-00526,female,0,yes,no,65,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,yes,electronic-check,53.54,3396.62,1
CUST-00527,male,0,yes,no,5,no,no-phone-service,dsl,no,no,yes,no,yes,no,two-year,no,mailed-check,54.79,290.23,1
CUST-00528,female,0,no,no,22,yes,no,dsl,yes,yes,no,no,yes,no,one-year,yes,mailed-check,65.2,1474.95,1
CUST-00529,male,0,yes,no,16,yes,yes,dsl,no,yes,no,yes,no,no,two-year,no,bank-transfer-automatic,53.12,959.55,0
CUST-00530,male,0,no,no,71,yes,yes,fiber-optic,no,no,yes,yes,no,yes,two-year,no,mailed-check,83.25,5835.1,0
CUST-00531,male,0,yes,no,12,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mailed-check,18.75,265.38,0
CUST-00532,female,0,yes,no,61,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer-automatic,20.73,1238.44,0
CUST-00533,female,0,no,no,16,yes,yes,fiber-optic,yes,yes,yes,yes,no,no,one-year,no,bank-transfer-automatic,96.81,1563.35,1
CUST-00534,female,0,yes,yes,47,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,credit-card-automatic,24.67,1078.98,0
CUST-00535,male,0,no,no,7,yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,yes,bank-transfer-automatic,51.0,356.0,1
CUST-00536,female,1,yes,no,29,yes,no,fiber-optic,yes,yes,yes,yes,yes,yes,one-year,yes,bank-transfer-automatic,115.26,3366.46,0
CUST-00537,female,0,no,no,45,yes,no,dsl,no,no,no,no,no,yes,two-year,no,credit-card-automatic,53.47,2333.39,0
CUST-00538,female,0,yes,no,52,yes,no,fiber-optic,no,no,no,yes,yes,yes,month-to-month,yes,credit-card-automatic,84.35,4494.86,1
CUST-00539,male,1,no,no,63,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic-check,47.77,2893.69,0
CUST-00540,female,0,no,no,59,no,no-phone-service,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer-automatic,35.91,2159.01,0
CUST-00541,male,0,yes,no,38,no,no-phone-service,fiber-optic,yes,yes,yes,yes,yes,no,month-to-month,no,mailed-check,115.88,4221.31,1
CUST-00542,female,0,yes,no,22,yes,no,dsl,no,yes,no,no,no,yes,one-year,yes,electronic-check,72.93,1585.34,1
CUST-00543,female,0,yes,no,19,yes,yes,fiber-optic,no,no,yes,yes,no,no,month-to-month,yes,electronic-check,82.97,1612.4,1
CUST-00544,female,0,no,no,72,yes,no,dsl,yes,no,no,yes,no,no,one-year,yes,mailed-check,60.75,4427.45,0
CUST-00545,male,1,no,no,44,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,electronic-check,81.93,3597.02,0
CUST-00546,female,0,yes,no,66,yes,no,fiber-optic,yes,no,no,no,no,no,two-year,yes,bank-transfer-automatic,75.07,4936.5,0
CUST-00547,female,0,yes,no,32,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,credit-card-automatic,62.33,2037.12,1
CUST-00548,male,0,no,yes,35,yes,no,fiber-optic,no,no,yes,no,yes,no,one-year,no,credit-card-automatic,83.82,3005.0,0
CUST-00549,male,0,no,no,60,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,electronic-check,73.35,4504.47,1
CUST-00550,male,0,no,yes,53,yes,yes,dsl,no,no,yes,no,no,yes,one-year,yes,electronic-check,69.49,3586.16,0
CUST-00551,male,0,yes,no,15,no,no-phone-service,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,credit-card-automatic,71.9,1063.45,1
CUST-00552,female,0,no,no,38,yes,no,fiber-optic,yes,no,no,yes,yes,no,month-to-month,no,credit-card-automatic,99.2,3605.09,1
CUST-00553,male,0,no,no,16,no,no-phone-service,dsl,no,no,no,no,yes,no,month-to-month,no,bank-transfer-automatic,52.97,744.96,1
CUST-00554,female,0,yes,no,55,yes,yes,dsl,yes,no,no,yes,no,yes,month-to-month,yes,mailed-check,58.63,3171.84,0
CUST-00555,male,0,yes,no,3,yes,yes,dsl,yes,yes,yes,yes,no,no,one-year,no,bank-transfer-automatic,65.72,262.04,0
CUST-00556,male,0,yes,no,60,no,no-phone-service,dsl,yes,no,no,no,yes,no,month-to-month,yes,credit-card-automatic,59.18,3514.73,0
CUST-00557,male,0,no,no,67,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,no,credit-card-automatic,18.0,1184.33,0
CUST-00558,male,0,yes,no,2,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,no,electronic-check,72.86,168.22,1
CUST-00559,male,0,no,no,46,yes,yes,fiber-optic,no,no,yes,yes,no,yes,month-to-month,yes,bank-transfer-automatic,75.45,3420.41,1
CUST-00560,male,0,no,no,6,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,no,credit-card-automatic,18.0,0.0,0
CUST-00561,male,0,no,yes,26,yes,yes,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,yes,mailed-check,93.88,2384.94,1
CUST-00562,female,0,no,yes,25,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,bank-transfer-automatic,28.34,699.45,0
CUST-00563,female,0,yes,no,38,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic-check,65.31,2516.91,0
CUST-00564,female,0,no,yes,67,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,yes,credit-card-automatic,23.44,1555.0,0
CUST-00565,male,0,yes,no,34,yes,yes,dsl,no,no,yes,yes,no,no,two-year,yes,bank-transfer-automatic,45.77,1590.07,0
CUST-00566,female,0,no,yes,29,yes,yes,dsl,no,yes,no,no,no,yes,month-to-month,yes,mailed-check,51.11,1551.54,1
CUST-00567,female,0,no,no,7,yes,no,dsl,yes,no,no,yes,yes,no,one-year,yes,credit-card-automatic,61.42,513.98,0
CUST-00568,female,0,no,yes,64,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,bank-transfer-automatic,65.7,4217.72,0
CUST-00569,male,0,no,yes,23,yes,yes,fiber-optic,no,no,yes,yes,no,no,one-year,no,electronic-check,77.55,1698.36,0
CUST-00570,male,0,yes,no,34,no,no-phone-service,fiber-optic,yes,no,no,yes,no,yes,month-to-month,no,mailed-check,77.24,2532.78,1
CUST-00571,male,1,no,no,7,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,credit-card-automatic,85.59,512.74,1
CUST-00572,female,0,no,no,21,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,bank-transfer-automatic,18.0,297.38,0
CUST-00573,female,0,no,no,40,yes,no,fiber-optic,yes,no,yes,yes,yes,yes,one-year,no,credit-card-automatic,87.98,3526.66,0
CUST-00574,female,0,yes,yes,65,yes,yes,dsl,yes,no,yes,no,yes,yes,two-year,yes,mailed-check,69.82,4679.86,0
CUST-00575,female,0,yes,no,24,yes,yes,dsl,no,yes,yes,yes,no,yes,two-year,no,bank-transfer-automatic,67.6,1638.29,0
CUST-00576,female,0,no,no,41,yes,no,fiber-optic,no,yes,no,yes,yes,no,one-year,yes,electronic-check,83.0,3396.7,1
CUST-00577,male,0,yes,yes,64,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,credit-card-automatic,20.0,1352.14,0
CUST-00578,male,0,no,no,26,yes,no,fiber-optic,no,no,no,no,yes,yes,two-year,yes,electronic-check,74.59,1877.2,1
CUST-00579,male,1,no,no,22,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,mailed-check,60.91,1418.17,1
CUST-00580,female,0,no,no,4,yes,no,dsl,no,yes,yes,no,no,yes,month-to-month,no,bank-transfer-automatic,62.71,323.43,1
CUST-00581,female,0,yes,no,66,yes,no,fiber-optic,no,yes,no,no,yes,no,one-year,yes,credit-card-automatic,65.71,4341.28,0
CUST-00582,male,1,no,no,8,yes,yes,fiber-optic,no,no,yes,yes,no,no,month-to-month,no,electronic-check,91.64,890.15,1
CUST-00583,female,0,yes,yes,16,yes,yes,dsl,no,yes,yes,no,no,yes,two-year,yes,mailed-check,52.02,915.96,0
CUST-00584,female,0,yes,no,11,yes,no,fiber-optic,no,yes,yes,yes,no,no,month-to-month,no,mailed-check,79.49,877.79,0
CUST-00585,female,0,no,no,51,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,credit-card-automatic,61.0,3100.23,0
CUST-00586,male,0,yes,yes,27,yes,no,dsl,yes,yes,yes,no,no,yes,two-year,no,bank-transfer-automatic,72.55,1926.46,0
CUST-00587,male,0,yes,yes,51,yes,yes,fiber-optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic-check,92.7,4717.89,1
CUST-00588,female,0,yes,no,44,no,no-phone-service,fiber-optic,no,no,no,no,yes,yes,two-year,no,credit-card-automatic,68.33,2998.89,0
CUST-00589,male,0,no,no,2,yes,no,fiber-optic,yes,yes,no,no,yes,yes,two-year,no,mailed-check,87.15,150.34,0
CUST-00590,male,0,no,no,23,yes,no,dsl,yes,yes,yes,yes,yes,no,one-year,no,bank-transfer-automatic,71.27,1623.16,0
CUST-00591,male,0,yes,no,1,yes,yes,dsl,no,yes,no,no,no,no,one-year,no,electronic-check,51.85,0.0,0
CUST-00592,male,0,yes,no,5,yes,no,fiber-optic,no,yes,yes,no,no,yes,month-to-month,yes,credit-card-automatic,96.13,438.04,1
CUST-00593,female,0,no,no,35,yes,no,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,credit-card-automatic,83.95,2818.46,0
CUST-00594,male,1,yes,no,20,yes,no,dsl,yes,no,yes,no,yes,yes,two-year,yes,electronic-check,74.92,1529.48,0
CUST-00595,female,0,no,no,7,yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,mailed-check,68.72,487.04,0
CUST-00596,male,0,no,yes,30,yes,no,fiber-optic,yes,no,no,yes,yes,yes,month-to-month,yes,electronic-check,101.72,3042.41,1
CUST-00597,male,0,no,yes,33,yes,yes,fiber-optic,yes,no,no,no,no,no,month-to-month,no,electronic-check,72.28,2451.71,0
CUST-00598,male,0,no,no,72,yes,yes,fiber-optic,no,no,yes,no,yes,yes,one-year,no,mailed-check,66.01,4687.95,0
CUST-00599,male,0,no,yes,48,yes,no,dsl,no,no,no,no,no,no,one-year,no,electronic-check,38.0,1770.69,1
CUST-00600,male,0,no,no,29,yes,yes,dsl,yes,no,yes,no,no,no,month-to-month,no,credit-card-automatic,39.02,1020.49,1
CUST-00601,male,0,yes,no,35,yes,yes,fiber-optic,yes,no,yes,no,no,yes,month-to-month,yes,bank-transfer-automatic,83.93,3014.28,0
CUST-00602,male,1,yes,no,7,yes,yes,fiber-optic,no,no,no,yes,no,no,two-year,yes,electronic-check,77.57,588.4,1
CUST-00603,male,0,no,no,28,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,credit-card-automatic,45.26,1367.0,1
CUST-00604,female,0,yes,no,42,yes,no,fiber-optic,yes,no,no,no,yes,yes,month-to-month,yes,credit-card-automatic,80.17,3485.83,0
CUST-00605,male,1,no,yes,2,yes,yes,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,mailed-check,58.59,85.35,1
CUST-00606,male,1,no,no,67,yes,no,fiber-optic,no,no,no,yes,yes,no,one-year,no,mailed-check,82.98,5506.32,0
CUST-00607,female,0,no,yes,38,yes,no,fiber-optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic-check,85.17,3101.8,1
CUST-00608,male,0,yes,no,57,no,no-phone-service,dsl,no,yes,yes,no,yes,no,month-to-month,yes,credit-card-automatic,71.08,3969.21,1
CUST-00609,male,0,no,yes,20,no,no-phone-service,fiber-optic,no,yes,yes,no,no,yes,month-to-month,yes,bank-transfer-automatic,88.36,1742.83,1
CUST-00610,male,0,no,yes,61,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,no,electronic-check,75.84,4471.67,0
CUST-00611,male,0,yes,yes,27,yes,yes,fiber-optic,no,no,yes,no,yes,yes,two-year,yes,electronic-check,83.36,2169.92,0
CUST-00612,female,1,no,no,67,yes,yes,fiber-optic,no,no,yes,no,yes,no,two-year,yes,bank-transfer-automatic,101.15,6770.84,0
CUST-00613,male,1,no,yes,38,yes,yes,dsl,no,yes,no,no,yes,no,one-year,yes,credit-card-automatic,60.02,2347.77,0
CUST-00614,female,0,no,no,46,yes,yes,fiber-optic,yes,yes,yes,no,no,yes,month-to-month,no,mailed-check,87.77,3983.64,0
CUST-00615,male,0,no,no,15,yes,yes,dsl,yes,yes,yes,no,yes,yes,month-to-month,no,electronic-check,92.27,1393.65,1
CUST-00616,male,1,yes,no,72,yes,no,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,electronic-check,55.37,4126.42,0
CUST-00617,female,1,yes,no,14,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mailed-check,18.0,116.55,0
CUST-00618,female,0,no,yes,3,yes,no,fiber-optic,yes,no,yes,no,no,yes,one-year,yes,mailed-check,73.68,302.48,0
CUST-00619,female,0,yes,no,32,no,no-phone-service,fiber-optic,yes,no,yes,no,yes,no,month-to-month,yes,credit-card-automatic,72.29,2341.84,1
CUST-00620,female,1,yes,no,61,yes,no,fiber-optic,no,no,yes,yes,no,yes,one-year,yes,bank-transfer-automatic,72.46,4515.05,0
CUST-00621,female,0,yes,no,67,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,mailed-check,24.93,1742.83,0
CUST-00622,female,0,yes,no,62,yes,no,fiber-optic,yes,no,yes,no,no,yes,month-to-month,no,electronic-check,76.37,4685.2,0
CUST-00623,female,1,no,no,40,no,no-phone-service,fiber-optic,no,no,yes,yes,yes,no,month-to-month,no,bank-transfer-automatic,86.96,3478.54,0
CUST-00624,female,1,yes,no,67,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,bank-transfer-automatic,72.14,4723.84,1
CUST-00625,male,1,no,yes,36,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,credit-card-automatic,82.71,2938.34,1
CUST-00626,female,0,yes,no,35,yes,yes,dsl,no,yes,yes,yes,no,no,month-to-month,no,mailed-check,66.31,2323.04,1
CUST-00627,female,0,no,yes,14,yes,no,dsl,yes,yes,yes,no,no,yes,two-year,yes,mailed-check,77.71,1110.71,0
CUST-00628,female,0,yes,no,57,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,yes,credit-card-automatic,75.88,4384.37,0
CUST-00629,male,0,no,no,23,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,no,electronic-check,57.99,1452.49,1
CUST-00630,female,0,yes,yes,15,yes,yes,fiber-optic,no,no,yes,no,no,no,month-to-month,no,mailed-check,80.87,1180.38,1
CUST-00631,male,0,no,yes,27,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,credit-card-automatic,55.82,1593.0,0
CUST-00632,female,0,yes,no,44,yes,no,dsl,yes,no,no,no,yes,no,two-year,no,electronic-check,56.83,2520.57,0
CUST-00633,female,0,yes,no,20,no,no-phone-service,fiber-optic,yes,yes,no,yes,no,no,month-to-month,yes,bank-transfer-automatic,74.91,1400.14,0
CUST-00634,female,0,yes,no,26,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,no,bank-transfer-automatic,18.0,456.72,0
CUST-00635,female,0,no,no,24,yes,yes,dsl,no,yes,no,no,no,yes,one-year,no,electronic-check,54.62,1319.57,1
CUST-00636,male,0,no,no,43,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,electronic-check,31.44,1289.17,0
CUST-00637,female,0,yes,no,52,no,no-phone-service,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,mailed-check,58.76,2977.48,0
CUST-00638,female,0,yes,yes,49,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,yes,mailed-check,72.92,3492.52,0
CUST-00639,male,1,no,no,11,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,month-to-month,yes,credit-card-automatic,98.95,1047.68,1
CUST-00640,male,0,no,no,25,yes,no,fiber-optic,yes,no,yes,no,no,no,month-to-month,yes,electronic-check,71.95,1733.9,0
CUST-00641,male,0,yes,no,47,yes,no,fiber-optic,no,no,no,no,yes,no,one-year,no,credit-card-automatic,75.88,3658.64,0
CUST-00642,male,0,no,no,16,yes,yes,fiber-optic,no,no,no,no,yes,yes,one-year,no,credit-card-automatic,87.29,1212.81,1
CUST-00643,male,0,no,yes,6,yes,yes,fiber-optic,no,no,no,yes,no,no,month-to-month,no,electronic-check,76.2,465.55,1
CUST-00644,female,0,no,yes,24,no,no-phone-service,fiber-optic,yes,no,no,no,yes,no,one-year,yes,bank-transfer-automatic,78.55,1924.82,0
CUST-00645,male,0,yes,yes,49,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,two-year,yes,electronic-check,18.75,846.54,0
CUST-00646,female,0,yes,yes,48,yes,yes,fiber-optic,yes,yes,yes,no,no,no,month-to-month,yes,bank-transfer-automatic,93.78,4484.05,0
CUST-00647,female,0,yes,no,10,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed-check,43.76,411.94,1
CUST-00648,male,0,no,yes,49,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,bank-transfer-automatic,58.83,2876.87,1
CUST-00649,male,0,yes,no,14,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic-check,44.96,679.16,0
CUST-00650,male,0,no,no,54,yes,yes,fiber-optic,no,yes,yes,yes,no,yes,month-to-month,no,bank-transfer-automatic,96.82,5271.28,0
CUST-00651,female,0,no,no,41,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,no,credit-card-automatic,45.66,1827.06,0
CUST-00652,male,0,no,no,10,yes,no,dsl,yes,yes,no,no,yes,no,one-year,yes,credit-card-automatic,67.34,560.57,1
CUST-00653,female,1,yes,no,26,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer-automatic,21.19,563.32,0
CUST-00654,male,0,yes,no,59,yes,no,fiber-optic,yes,no,no,yes,yes,yes,one-year,yes,mailed-check,92.77,5424.18,0
CUST-00655,male,0,yes,no,32,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,mailed-check,84.67,2669.86,1
CUST-00656,male,0,no,no,50,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic-check,46.43,2338.26,0
CUST-00657,male,0,no,no,54,yes,yes,fiber-optic,no,no,yes,yes,yes,no,month-to-month,yes,bank-transfer-automatic,86.8,4654.57,0
CUST-00658,male,0,yes,no,3,yes,no,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic-check,60.43,204.29,1
CUST-00659,female,0,no,no,68,yes,no,dsl,no,yes,yes,yes,yes,yes,month-to-month,no,bank-transfer-automatic,70.61,4989.94,0
CUST-00660,female,1,yes,no,25,yes,yes,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,credit-card-automatic,75.73,1944.69,0
CUST-00661,female,0,yes,no,58,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,one-year,yes,bank-transfer-automatic,22.64,1413.99,0
CUST-00662,male,0,yes,no,34,yes,yes,dsl,no,yes,yes,no,yes,yes,month-to-month,no,mailed-check,63.36,2192.56,0
CUST-00663,female,1,no,no,42,no,no-phone-service,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,electronic-check,32.09,1353.56,0
CUST-00664,female,0,yes,no,26,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,mailed-check,57.5,1534.45,0
CUST-00665,male,0,yes,no,62,yes,yes,fiber-optic,yes,no,yes,no,no,yes,month-to-month,yes,bank-transfer-automatic,80.26,5011.92,0
CUST-00666,male,0,no,no,9,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,yes,credit-card-automatic,56.18,570.33,1
CUST-00667,male,0,no,no,65,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,yes,credit-card-automatic,61.24,3985.05,1
CUST-00668,male,0,yes,no,15,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,electronic-check,23.58,255.58,0
CUST-00669,male,0,yes,yes,64,yes,no,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,74.29,4644.45,0
CUST-00670,female,1,no,no,2,yes,yes,fiber-optic,no,yes,no,no,yes,no,two-year,yes,electronic-check,77.6,189.79,1
CUST-00671,male,0,yes,no,1,yes,no,dsl,no,no,yes,yes,yes,no,two-year,yes,bank-transfer-automatic,58.38,0.0,0
CUST-00672,male,0,yes,no,7,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic-check,75.5,579.98,1
CUST-00673,male,0,no,no,40,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,credit-card-automatic,44.83,1893.6,1
CUST-00674,female,0,yes,no,20,yes,no,dsl,no,yes,no,no,yes,yes,two-year,yes,mailed-check,64.1,1265.45,0
CUST-00675,male,0,no,no,44,no,no-phone-service,fiber-optic,yes,no,no,yes,yes,yes,month-to-month,no,bank-transfer-automatic,88.09,3966.81,0
CUST-00676,male,0,yes,yes,60,yes,yes,fiber-optic,yes,no,no,no,yes,no,month-to-month,yes,electronic-check,78.72,4742.62,1
CUST-00677,male,0,yes,yes,2,yes,no,dsl,yes,no,yes,no,no,no,one-year,yes,bank-transfer-automatic,46.97,95.88,1
CUST-00678,female,0,yes,no,38,yes,yes,fiber-optic,no,no,yes,no,no,no,month-to-month,yes,electronic-check,75.29,2866.48,1
CUST-00679,male,0,yes,no,54,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,no,bank-transfer-automatic,40.97,2150.07,0
CUST-00680,male,0,yes,no,31,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,electronic-check,74.67,2242.87,1
CUST-00681,male,0,yes,yes,67,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,yes,electronic-check,76.95,5032.35,0
CUST-00682,female,0,no,no,48,yes,no,fiber-optic,yes,no,yes,yes,yes,yes,month-to-month,yes,mailed-check,93.21,4419.1,0
CUST-00683,male,0,no,no,3,yes,yes,fiber-optic,no,no,yes,no,yes,no,month-to-month,yes,electronic-check,73.02,379.51,1
CUST-00684,male,0,yes,no,39,yes,yes,dsl,no,no,no,no,no,no,one-year,yes,electronic-check,54.84,2026.76,1
CUST-00685,female,0,no,no,28,yes,no,fiber-optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic-check,96.74,2620.48,0
CUST-00686,male,0,no,no,10,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,credit-card-automatic,117.0,1109.58,1
CUST-00687,female,0,no,no,69,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,mailed-check,37.13,2505.07,0
CUST-00688,male,0,yes,no,17,yes,yes,fiber-optic,no,yes,no,no,yes,no,two-year,no,electronic-check,65.79,1138.63,0
CUST-00689,female,0,yes,yes,7,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,86.27,558.0,1
CUST-00690,male,0,yes,yes,17,no,no-phone-service,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mailed-check,18.22,294.85,0
CUST-00691,male,0,yes,no,60,yes,yes,fiber-optic,no,no,yes,no,no,yes,one-year,yes,electronic-check,86.39,5119.69,0
CUST-00692,male,0,yes,no,44,yes,no,fiber-optic,yes,yes,yes,yes,no,no,month-to-month,yes,electronic-check,98.22,4286.04,1
CUST-00693,male,0,no,no,60,yes,yes,fiber-optic,yes,yes,yes,yes,no,yes,month-to-month,yes,electronic-check,102.89,6168.92,0
